CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2
"2114007",Zé Doca,MA,2140.109
"2200053",Acauã,PI,1280.838
"2200103",Agricolândia,PI,112.392
"2200202",Água Branca,PI,96.843
"2200251",Alagoinha do Piauí,PI,535.890
"2200277",Alegrete do Piauí,PI,243.732
"2200301",Alto Longá,PI,1743.331
"2200400",Altos,PI,957.232
"2200459",Alvorada do Gurguéia,PI,2131.506
"2200509",Amarante,PI,1152.127
"2200608",Angical do Piauí,PI,222.008
"2200707",Anísio de Abreu,PI,337.877
"2200806",Antônio Almeida,PI,644.800
"2200905",Aroazes,PI,821.212
"2200954",Aroeiras do Itaim,PI,316.235
"2201002",Arraial,PI,682.727
"2201051",Assunção do Piauí,PI,1690.703
"2201101",Avelino Lopes,PI,1220.371
"2201150",Baixa Grande do Ribeiro,PI,7808.915
"2201176",Barra D'Alcântara,PI,263.943
"2201200",Barras,PI,1722.507
"2201309",Barreiras do Piauí,PI,2168.713
"2201408",Barro Duro,PI,159.436
"2201507",Batalha,PI,1589.010
"2201556",Bela Vista do Piauí,PI,499.092
"2201572",Belém do Piauí,PI,243.234
"2201606",Beneditinos,PI,937.098
"2201705",Bertolínia,PI,1216.116
"2201739",Betânia do Piauí,PI,579.576
"2201770",Boa Hora,PI,336.954
"2201804",Bocaina,PI,261.651
"2201903",Bom Jesus,PI,5471.024
"2201919",Bom Princípio do Piauí,PI,523.142
"2201929",Bonfim do Piauí,PI,289.149
"2201945",Boqueirão do Piauí,PI,269.786
"2201960",Brasileira,PI,880.836
"2201988",Brejo do Piauí,PI,2267.327
"2202000",Buriti dos Lopes,PI,690.540
"2202026",Buriti dos Montes,PI,2437.326
"2202059",Cabeceiras do Piauí,PI,608.747
"2202075",Cajazeiras do Piauí,PI,514.106
"2202083",Cajueiro da Praia,PI,271.165
"2202091",Caldeirão Grande do Piauí,PI,467.083
"2202109",Campinas do Piauí,PI,783.842
"2202117",Campo Alegre do Fidalgo,PI,657.796
"2202133",Campo Grande do Piauí,PI,311.682
"2202174",Campo Largo do Piauí,PI,478.078
"2202208",Campo Maior,PI,1680.861
"2202251",Canavieira,PI,2165.277
"2202307",Canto do Buriti,PI,4325.643
"2202406",Capitão de Campos,PI,571.658
"2202455",Capitão Gervásio Oliveira,PI,1132.995
"2202505",Caracol,PI,1610.959
"2202539",Caraúbas do Piauí,PI,471.217
"2202554",Caridade do Piauí,PI,498.793
"2202604",Castelo do Piauí,PI,2378.847
"2202653",Caxingó,PI,491.093
"2202703",Cocal,PI,1294.133
"2202711",Cocal de Telha,PI,310.291
"2202729",Cocal dos Alves,PI,324.856
"2202737",Coivaras,PI,484.460
"2202752",Colônia do Gurguéia,PI,429.591
"2202778",Colônia do Piauí,PI,950.193
"2202802",Conceição do Canindé,PI,824.729
"2202851",Coronel José Dias,PI,1926.103
"2202901",Corrente,PI,3048.747
"2203008",Cristalândia do Piauí,PI,1202.896
"2203107",Cristino Castro,PI,1845.698
"2203206",Curimatá,PI,2344.949
"2203230",Currais,PI,3156.657
"2203255",Curralinhos,PI,345.811
"2203271",Curral Novo do Piauí,PI,755.251
"2203305",Demerval Lobão,PI,216.807
"2203354",Dirceu Arcoverde,PI,1005.571
"2203404",Dom Expedito Lopes,PI,218.808
"2203420",Domingos Mourão,PI,848.705
"2203453",Dom Inocêncio,PI,3871.824
"2203503",Elesbão Veloso,PI,1383.976
"2203602",Eliseu Martins,PI,1097.790
"2203701",Esperantina,PI,908.748
"2203750",Fartura do Piauí,PI,713.046
"2203800",Flores do Piauí,PI,946.719
"2203859",Floresta do Piauí,PI,223.199
"2203909",Floriano,PI,3407.979
"2204006",Francinópolis,PI,268.704
"2204105",Francisco Ayres,PI,656.475
"2204154",Francisco Macedo,PI,179.245
"2204204",Francisco Santos,PI,492.191
"2204303",Fronteiras,PI,777.179
"2204352",Geminiano,PI,440.606
"2204402",Gilbués,PI,3495.692
"2204501",Guadalupe,PI,1026.538
"2204550",Guaribas,PI,3118.231
"2204600",Hugo Napoleão,PI,224.573
"2204659",Ilha Grande,PI,129.696
"2204709",Inhuma,PI,978.222
"2204808",Ipiranga do Piauí,PI,529.417
"2204907",Isaías Coelho,PI,800.688
"2205003",Itainópolis,PI,827.620
"2205102",Itaueira,PI,2554.179
"2205151",Jacobina do Piauí,PI,1333.796
"2205201",Jaicós,PI,866.788
"2205250",Jardim do Mulato,PI,510.226
"2205276",Jatobá do Piauí,PI,650.393
"2205300",Jerumenha,PI,1865.940
"2205359",João Costa,PI,1800.230
"2205409",Joaquim Pires,PI,740.561
"2205458",Joca Marques,PI,169.005
"2205508",José de Freitas,PI,1538.172
"2205516",Juazeiro do Piauí,PI,935.404
"2205524",Júlio Borges,PI,1283.916
"2205532",Jurema,PI,1271.881
"2205540",Lagoinha do Piauí,PI,67.649
"2205557",Lagoa Alegre,PI,394.205
"2205565",Lagoa do Barro do Piauí,PI,1329.094
"2205573",Lagoa de São Francisco,PI,155.860
"2205581",Lagoa do Piauí,PI,427.841
"2205599",Lagoa do Sítio,PI,805.018
"2205607",Landri Sales,PI,1088.583
"2205706",Luís Correia,PI,1074.132
"2205805",Luzilândia,PI,705.599
"2205854",Madeiro,PI,178.842
"2205904",Manoel Emídio,PI,1620.413
"2205953",Marcolândia,PI,136.785
"2206001",Marcos Parente,PI,677.416
"2206050",Massapê do Piauí,PI,530.169
"2206100",Matias Olímpio,PI,226.785
"2206209",Miguel Alves,PI,1392.123
"2206308",Miguel Leão,PI,93.412
"2206357",Milton Brandão,PI,1309.128
"2206407",Monsenhor Gil,PI,567.860
"2206506",Monsenhor Hipólito,PI,401.568
"2206605",Monte Alegre do Piauí,PI,2417.382
"2206654",Morro Cabeça no Tempo,PI,2207.658
"2206670",Morro do Chapéu do Piauí,PI,328.408
"2206696",Murici dos Portelas,PI,475.720
"2206704",Nazaré do Piauí,PI,1315.841
"2206720",Nazária,PI,362.376
"2206753",Nossa Senhora de Nazaré,PI,356.872
"2206803",Nossa Senhora dos Remédios,PI,357.896
"2206902",Novo Oriente do Piauí,PI,525.906
"2206951",Novo Santo Antônio,PI,443.872
"2207009",Oeiras,PI,2703.138
"2207108",Olho D'Água do Piauí,PI,183.603
"2207207",Padre Marcos,PI,278.696
"2207306",Paes Landim,PI,401.378
"2207355",Pajeú do Piauí,PI,986.961
"2207405",Palmeira do Piauí,PI,2024.020
"2207504",Palmeirais,PI,1493.764
"2207553",Paquetá,PI,432.572
"2207603",Parnaguá,PI,3428.811
"2207702",Parnaíba,PI,436.907
"2207751",Passagem Franca do Piauí,PI,643.226
"2207777",Patos do Piauí,PI,801.403
"2207793",Pau D'Arco do Piauí,PI,430.023
"2207801",Paulistana,PI,1941.111
"2207850",Pavussu,PI,1090.697
"2207900",Pedro II,PI,1544.413
"2207934",Pedro Laurentino,PI,870.614
"2207959",Nova Santa Rita,PI,909.734
"2208007",Picos,PI,577.284
"2208106",Pimenteiras,PI,4562.580
"2208205",Pio IX,PI,1948.142
"2208304",Piracuruca,PI,2368.935
"2208403",Piripiri,PI,1407.192
"2208502",Porto,PI,253.113
"2208551",Porto Alegre do Piauí,PI,1168.044
"2208601",Prata do Piauí,PI,196.787
"2208650",Queimada Nova,PI,1284.761
"2208700",Redenção do Gurguéia,PI,2470.531
"2208809",Regeneração,PI,1251.321
"2208858",Riacho Frio,PI,2220.598
"2208874",Ribeira do Piauí,PI,1012.479
"2208908",Ribeiro Gonçalves,PI,3987.147
"2209005",Rio Grande do Piauí,PI,635.953
"2209104",Santa Cruz do Piauí,PI,582.658
"2209153",Santa Cruz dos Milagres,PI,978.547
"2209203",Santa Filomena,PI,5293.693
"2209302",Santa Luz,PI,1185.398
"2209351",Santana do Piauí,PI,112.189
"2209377",Santa Rosa do Piauí,PI,338.336
"2209401",Santo Antônio de Lisboa,PI,385.286
"2209450",Santo Antônio dos Milagres,PI,33.640
"2209500",Santo Inácio do Piauí,PI,852.106
"2209559",São Braz do Piauí,PI,656.042
"2209609",São Félix do Piauí,PI,627.033
"2209658",São Francisco de Assis do Piauí,PI,1072.851
"2209708",São Francisco do Piauí,PI,1341.451
"2209757",São Gonçalo do Gurguéia,PI,1385.255
"2209807",São Gonçalo do Piauí,PI,150.495
"2209856",São João da Canabrava,PI,480.537
"2209872",São João da Fronteira,PI,817.111
"2209906",São João da Serra,PI,994.224
"2209955",São João da Varjota,PI,394.456
"2209971",São João do Arraial,PI,213.377
"2210003",São João do Piauí,PI,1527.497
"2210052",São José do Divino,PI,319.367
"2210102",São José do Peixe,PI,1287.174
"2210201",São José do Piauí,PI,373.347
"2210300",São Julião,PI,291.089
"2210359",São Lourenço do Piauí,PI,673.822
"2210375",São Luis do Piauí,PI,217.924
"2210383",São Miguel da Baixa Grande,PI,444.528
"2210391",São Miguel do Fidalgo,PI,813.444
"2210409",São Miguel do Tapuio,PI,4988.973
"2210508",São Pedro do Piauí,PI,518.288
"2210607",São Raimundo Nonato,PI,2415.287
"2210623",Sebastião Barros,PI,893.488
"2210631",Sebastião Leal,PI,3148.857
"2210656",Sigefredo Pacheco,PI,1031.101
"2210706",Simões,PI,1076.055
"2210805",Simplício Mendes,PI,1360.028
"2210904",Socorro do Piauí,PI,761.854
"2210938",Sussuapara,PI,205.194
"2210953",Tamboril do Piauí,PI,1587.296
"2210979",Tanque do Piauí,PI,398.007
"2211001",Teresina,PI,1391.293
"2211100",União,PI,1170.742
"2211209",Uruçuí,PI,8413.016
"2211308",Valença do Piauí,PI,1333.722
"2211357",Várzea Branca,PI,450.429
"2211407",Várzea Grande,PI,236.453
"2211506",Vera Mendes,PI,341.974
"2211605",Vila Nova do Piauí,PI,221.627
"2211704",Wall Ferraz,PI,270.427
"2300101",Abaiara,CE,180.833
"2300150",Acarape,CE,130.002
"2300200",Acaraú,CE,842.471
"2300309",Acopiara,CE,2254.279
"2300408",Aiuaba,CE,2438.563
"2300507",Alcântaras,CE,135.760
"2300606",Altaneira,CE,72.675
"2300705",Alto Santo,CE,1345.701
"2300754",Amontada,CE,1175.044
"2300804",Antonina do Norte,CE,259.706
"2300903",Apuiarés,CE,543.980
"2301000",Aquiraz,CE,480.236
"2301109",Aracati,CE,1227.197
"2301208",Aracoiaba,CE,643.988
"2301257",Ararendá,CE,342.301
"2301307",Araripe,CE,1097.339
"2301406",Aratuba,CE,119.758
"2301505",Arneiroz,CE,1068.437
"2301604",Assaré,CE,1155.124
"2301703",Aurora,CE,885.870
"2301802",Baixio,CE,145.556
"2301851",Banabuiú,CE,1080.986
"2301901",Barbalha,CE,608.158
"2301950",Barreira,CE,260.003
"2302008",Barro,CE,711.346
"2302057",Barroquinha,CE,385.583
"2302107",Baturité,CE,314.075
"2302206",Beberibe,CE,1596.751
"2302305",Bela Cruz,CE,842.106
"2302404",Boa Viagem,CE,2835.037
"2302503",Brejo Santo,CE,654.658
"2302602",Camocim,CE,1120.452
"2302701",Campos Sales,CE,1082.582
"2302800",Canindé,CE,3032.390
"2302909",Capistrano,CE,226.549
"2303006",Caridade,CE,926.271
"2303105",Cariré,CE,755.597
"2303204",Caririaçu,CE,634.179
"2303303",Cariús,CE,1036.417
"2303402",Carnaubal,CE,363.220
"2303501",Cascavel,CE,838.115
"2303600",Catarina,CE,488.153
"2303659",Catunda,CE,784.022
"2303709",Caucaia,CE,1223.246
"2303808",Cedro,CE,729.970
"2303907",Chaval,CE,237.248
"2303931",Choró,CE,815.268
"2303956",Chorozinho,CE,296.431
"2304004",Coreaú,CE,750.332
"2304103",Crateús,CE,2981.459
"2304202",Crato,CE,1138.150
"2304236",Croatá,CE,696.348
"2304251",Cruz,CE,335.921
"2304269",Deputado Irapuan Pinheiro,CE,471.134
"2304277",Ereré,CE,362.906
"2304285",Eusébio,CE,78.818
"2304301",Farias Brito,CE,530.540
"2304350",Forquilha,CE,568.778
"2304400",Fortaleza,CE,312.353
"2304459",Fortim,CE,285.024
"2304509",Frecheirinha,CE,210.284
"2304608",General Sampaio,CE,230.371
"2304657",Graça,CE,258.942
"2304707",Granja,CE,2663.174
"2304806",Granjeiro,CE,111.528
"2304905",Groaíras,CE,155.681
"2304954",Guaiúba,CE,256.053
"2305001",Guaraciaba do Norte,CE,624.606
"2305100",Guaramiranga,CE,90.817
"2305209",Hidrolândia,CE,926.587
"2305233",Horizonte,CE,160.557
"2305266",Ibaretama,CE,879.255
"2305308",Ibiapina,CE,414.092
"2305332",Ibicuitinga,CE,423.856
"2305357",Icapuí,CE,421.440
"2305407",Icó,CE,1865.862
"2305506",Iguatu,CE,992.208
"2305605",Independência,CE,3222.381
"2305654",Ipaporanga,CE,704.773
"2305704",Ipaumirim,CE,276.508
"2305803",Ipu,CE,626.049
"2305902",Ipueiras,CE,1483.258
"2306009",Iracema,CE,839.174
"2306108",Irauçuba,CE,1466.412
"2306207",Itaiçaba,CE,213.604
"2306256",Itaitinga,CE,153.686
"2306306",Itapajé,CE,432.188
"2306405",Itapipoca,CE,1600.358
"2306504",Itapiúna,CE,593.231
"2306553",Itarema,CE,714.833
"2306603",Itatira,CE,829.626
"2306702",Jaguaretama,CE,1826.826
"2306801",Jaguaribara,CE,622.963
"2306900",Jaguaribe,CE,1877.062
"2307007",Jaguaruana,CE,854.362
"2307106",Jardim,CE,544.980
"2307205",Jati,CE,368.359
"2307254",Jijoca de Jericoacoara,CE,209.029
"2307304",Juazeiro do Norte,CE,258.788
"2307403",Jucás,CE,940.336
"2307502",Lavras da Mangabeira,CE,945.263
"2307601",Limoeiro do Norte,CE,744.525
"2307635",Madalena,CE,997.781
"2307650",Maracanaú,CE,105.071
"2307700",Maranguape,CE,583.505
"2307809",Marco,CE,573.610
"2307908",Martinópole,CE,303.445
"2308005",Massapê,CE,567.780
"2308104",Mauriti,CE,1079.011
"2308203",Meruoca,CE,151.651
"2308302",Milagres,CE,579.097
"2308351",Milhã,CE,502.137
"2308377",Miraíma,CE,708.678
"2308401",Missão Velha,CE,613.317
"2308500",Mombaça,CE,2115.748
"2308609",Monsenhor Tabosa,CE,892.538
"2308708",Morada Nova,CE,2763.971
"2308807",Moraújo,CE,414.446
"2308906",Morrinhos,CE,411.586
"2309003",Mucambo,CE,192.190
"2309102",Mulungu,CE,97.951
"2309201",Nova Olinda,CE,282.584
"2309300",Nova Russas,CE,736.911
"2309409",Novo Oriente,CE,947.440
"2309458",Ocara,CE,763.075
"2309508",Orós,CE,577.526
"2309607",Pacajus,CE,250.304
"2309706",Pacatuba,CE,133.236
"2309805",Pacoti,CE,112.433
"2309904",Pacujá,CE,88.355
"2310001",Palhano,CE,436.980
"2310100",Palmácia,CE,128.896
"2310209",Paracuru,CE,304.734
"2310258",Paraipaba,CE,289.231
"2310308",Parambu,CE,2313.868
"2310407",Paramoti,CE,539.238
"2310506",Pedra Branca,CE,1302.081
"2310605",Penaforte,CE,150.536
"2310704",Pentecoste,CE,1379.836
"2310803",Pereiro,CE,435.868
"2310852",Pindoretama,CE,74.033
"2310902",Piquet Carneiro,CE,589.601
"2310951",Pires Ferreira,CE,244.464
"2311009",Poranga,CE,1310.771
"2311108",Porteiras,CE,224.860
"2311207",Potengi,CE,343.264
"2311231",Potiretama,CE,409.137
"2311264",Quiterianópolis,CE,1041.832
"2311306",Quixadá,CE,2020.586
"2311355",Quixelô,CE,605.345
"2311405",Quixeramobim,CE,3324.987
"2311504",Quixeré,CE,613.099
"2311603",Redenção,CE,247.989
"2311702",Reriutaba,CE,372.949
"2311801",Russas,CE,1611.091
"2311900",Saboeiro,CE,1381.274
"2311959",Salitre,CE,806.253
"2312007",Santana do Acaraú,CE,972.573
"2312106",Santana do Cariri,CE,855.165
"2312205",Santa Quitéria,CE,4262.298
"2312304",São Benedito,CE,350.847
"2312403",São Gonçalo do Amarante,CE,842.635
"2312502",São João do Jaguaribe,CE,279.451
"2312601",São Luís do Curu,CE,122.865
"2312700",Senador Pompeu,CE,956.882
"2312809",Senador Sá,CE,424.642
"2312908",Sobral,CE,2068.474
"2313005",Solonópole,CE,1535.855
"2313104",Tabuleiro do Norte,CE,849.145
"2313203",Tamboril,CE,2014.543
"2313252",Tarrafas,CE,412.719
"2313302",Tauá,CE,4010.618
"2313351",Tejuçuoca,CE,758.707
"2313401",Tianguá,CE,909.853
"2313500",Trairi,CE,928.725
"2313559",Tururu,CE,201.270
"2313609",Ubajara,CE,423.673
"2313708",Umari,CE,263.183
"2313757",Umirim,CE,315.648
"2313807",Uruburetama,CE,99.400
"2313906",Uruoca,CE,697.683
"2313955",Varjota,CE,179.239
"2314003",Várzea Alegre,CE,829.976
"2314102",Viçosa do Ceará,CE,1310.910
"2400109",Acari,RN,608.466
"2400208",Açu,RN,1303.442
"2400307",Afonso Bezerra,RN,576.179
"2400406",Água Nova,RN,50.684
"2400505",Alexandria,RN,381.205
"2400604",Almino Afonso,RN,128.038
"2400703",Alto do Rodrigues,RN,191.334
"2400802",Angicos,RN,741.582
"2400901",Antônio Martins,RN,244.897
"2401008",Apodi,RN,1602.477
"2401107",Areia Branca,RN,342.749
"2401206",Arês,RN,115.407
"2401305",Campo Grande,RN,896.954
"2401404",Baía Formosa,RN,247.484
"2401453",Baraúna,RN,825.681
"2401503",Barcelona,RN,152.626
"2401602",Bento Fernandes,RN,301.069
"2401651",Bodó,RN,253.519
"2401701",Bom Jesus,RN,122.035
"2401800",Brejinho,RN,61.559
"2401859",Caiçara do Norte,RN,225.633
"2401909",Caiçara do Rio do Vento,RN,261.194
"2402006",Caicó,RN,1228.584
"2402105",Campo Redondo,RN,213.727
"2402204",Canguaretama,RN,245.485
"2402303",Caraúbas,RN,1095.803
"2402402",Carnaúba dos Dantas,RN,246.308
"2402501",Carnaubais,RN,517.737
"2402600",Ceará-Mirim,RN,724.838
"2402709",Cerro Corá,RN,393.573
"2402808",Coronel Ezequiel,RN,185.748
"2402907",Coronel João Pessoa,RN,117.139
"2403004",Cruzeta,RN,295.830
"2403103",Currais Novos,RN,864.349
"2403202",Doutor Severiano,RN,113.737
"2403251",Parnamirim,RN,124.006
"2403301",Encanto,RN,125.749
"2403400",Equador,RN,264.985
"2403509",Espírito Santo,RN,135.838
"2403608",Extremoz,RN,140.639
"2403707",Felipe Guerra,RN,268.591
"2403756",Fernando Pedroza,RN,322.628
"2403806",Florânia,RN,507.892
"2403905",Francisco Dantas,RN,181.558
"2404002",Frutuoso Gomes,RN,63.279
"2404101",Galinhos,RN,340.769
"2404200",Goianinha,RN,192.279
"2404309",Governador Dix-Sept Rosado,RN,1129.550
"2404408",Grossos,RN,124.538
"2404507",Guamaré,RN,258.307
"2404606",Ielmo Marinho,RN,312.028
"2404705",Ipanguaçu,RN,374.245
"2404804",Ipueira,RN,127.348
"2404853",Itajá,RN,203.624
"2404903",Itaú,RN,133.031
"2405009",Jaçanã,RN,54.561
"2405108",Jandaíra,RN,442.754
"2405207",Janduís,RN,304.901
"2405306",Januário Cicco,RN,170.737
"2405405",Japi,RN,188.990
"2405504",Jardim de Angicos,RN,254.022
"2405603",Jardim de Piranhas,RN,330.530
"2405702",Jardim do Seridó,RN,367.645
"2405801",João Câmara,RN,714.961
"2405900",João Dias,RN,88.173
"2406007",José da Penha,RN,117.635
"2406106",Jucurutu,RN,933.730
"2406155",Jundiá,RN,44.641
"2406205",Lagoa d'Anta,RN,105.652
"2406304",Lagoa de Pedras,RN,117.971
"2406403",Lagoa de Velhos,RN,111.607
"2406502",Lagoa Nova,RN,176.302
"2406601",Lagoa Salgada,RN,79.128
"2406700",Lajes,RN,676.625
"2406809",Lajes Pintadas,RN,130.211
"2406908",Lucrécia,RN,30.931
"2407005",Luís Gomes,RN,166.638
"2407104",Macaíba,RN,510.092
"2407203",Macau,RN,775.302
"2407252",Major Sales,RN,31.971
"2407302",Marcelino Vieira,RN,345.711
"2407401",Martins,RN,169.464
"2407500",Maxaranguape,RN,132.129
"2407609",Messias Targino,RN,135.091
"2407708",Montanhas,RN,82.214
"2407807",Monte Alegre,RN,211.259
"2407906",Monte das Gameleiras,RN,71.946
"2408003",Mossoró,RN,2099.334
"2408102",Natal,RN,167.401
"2408201",Nísia Floresta,RN,307.719
"2408300",Nova Cruz,RN,277.658
"2408409",Olho d'Água do Borges,RN,141.170
"2408508",Ouro Branco,RN,253.210
"2408607",Paraná,RN,81.390
"2408706",Paraú,RN,383.214
"2408805",Parazinho,RN,231.007
"2408904",Parelhas,RN,513.507
"2408953",Rio do Fogo,RN,151.097
"2409100",Passa e Fica,RN,42.137
"2409209",Passagem,RN,41.215
"2409308",Patu,RN,319.135
"2409332",Santa Maria,RN,219.570
"2409407",Pau dos Ferros,RN,259.959
"2409506",Pedra Grande,RN,221.167
"2409605",Pedra Preta,RN,294.985
"2409704",Pedro Avelino,RN,952.755
"2409803",Pedro Velho,RN,192.708
"2409902",Pendências,RN,419.137
"2410009",Pilões,RN,82.690
"2410108",Poço Branco,RN,230.401
"2410207",Portalegre,RN,110.054
"2410256",Porto do Mangue,RN,361.237
"2410306",Serra Caiada,RN,217.539
"2410405",Pureza,RN,504.294
"2410504",Rafael Fernandes,RN,78.231
"2410603",Rafael Godeiro,RN,100.073
"2410702",Riacho da Cruz,RN,127.223
"2410801",Riacho de Santana,RN,128.106
"2410900",Riachuelo,RN,262.887
"2411007",Rodolfo Fernandes,RN,154.840
"2411056",Tibau,RN,169.365
"2411106",Ruy Barbosa,RN,125.809
"2411205",Santa Cruz,RN,624.356
"2411403",Santana do Matos,RN,1422.268
"2411429",Santana do Seridó,RN,188.403
"2411502",Santo Antônio,RN,301.082
"2411601",São Bento do Norte,RN,288.761
"2411700",São Bento do Trairí,RN,190.818
"2411809",São Fernando,RN,404.427
"2411908",São Francisco do Oeste,RN,75.588
"2412005",São Gonçalo do Amarante,RN,249.800
"2412104",São João do Sabugi,RN,277.011
"2412203",São José de Mipibu,RN,289.987
"2412302",São José do Campestre,RN,341.115
"2412401",São José do Seridó,RN,174.505
"2412500",São Miguel,RN,166.233
"2412559",São Miguel do Gostoso,RN,431.444
"2412609",São Paulo do Potengi,RN,240.425
"2412708",São Pedro,RN,195.237
"2412807",São Rafael,RN,469.101
"2412906",São Tomé,RN,862.585
"2413003",São Vicente,RN,197.817
"2413102",Senador Elói de Souza,RN,152.376
"2413201",Senador Georgino Avelino,RN,26.100
"2413300",Serra de São Bento,RN,96.628
"2413359",Serra do Mel,RN,620.241
"2413409",Serra Negra do Norte,RN,562.396
"2413508",Serrinha,RN,193.351
"2413557",Serrinha dos Pintos,RN,122.375
"2413607",Severiano Melo,RN,157.850
"2413706",Sítio Novo,RN,213.456
"2413805",Taboleiro Grande,RN,124.093
"2413904",Taipu,RN,352.818
"2414001",Tangará,RN,339.484
"2414100",Tenente Ananias,RN,223.671
"2414159",Tenente Laurentino Cruz,RN,68.556
"2414209",Tibau do Sul,RN,102.680
"2414308",Timbaúba dos Batistas,RN,135.456
"2414407",Touros,RN,753.961
"2414456",Triunfo Potiguar,RN,268.725
"2414506",Umarizal,RN,213.584
"2414605",Upanema,RN,873.140
"2414704",Várzea,RN,72.684
"2414753",Venha-Ver,RN,71.621
"2414803",Vera Cruz,RN,84.127
"2414902",Viçosa,RN,37.905
"2415008",Vila Flor,RN,47.656
"2500106",Água Branca,PB,241.662
"2500205",Aguiar,PB,351.607
"2500304",Alagoa Grande,PB,322.071
"2500403",Alagoa Nova,PB,128.230
"2500502",Alagoinha,PB,111.361
"2500536",Alcantil,PB,309.896
"2500577",Algodão de Jandaíra,PB,222.740
"2500601",Alhandra,PB,183.974
"2500700",São João do Rio do Peixe,PB,476.238
"2500734",Amparo,PB,122.094
"2500775",Aparecida,PB,291.478
"2500809",Araçagi,PB,232.177
"2500908",Arara,PB,91.306
"2501005",Araruna,PB,246.717
"2501104",Areia,PB,269.130
"2501153",Areia de Baraúnas,PB,114.078
"2501203",Areial,PB,35.810
"2501302",Aroeiras,PB,376.118
"2501351",Assunção,PB,132.139
"2501401",Baía da Traição,PB,102.756
"2501500",Bananeiras,PB,255.641
"2501534",Baraúna,PB,50.030
"2501575",Barra de Santana,PB,375.177
"2501609",Barra de Santa Rosa,PB,781.187
"2501708",Barra de São Miguel,PB,609.697
"2501807",Bayeux,PB,27.705
"2501906",Belém,PB,99.609
"2502003",Belém do Brejo do Cruz,PB,601.549
"2502052",Bernardino Batista,PB,57.453
